Title,Description,Scrappé - SN Has Paid Placement,Post Url,Post Type,Scrappé - SN Brand,View Count,DA - Key Account,DA - Manuel Collab Brand,DA - LookUp - Social Network,Problème (from Data Admin - Brand),Category (from Data Admin - Brand),Manuel - Annotation Checked,Script - Annotation Checked,Manuel - Collab Commerciale,Manuel - Autres marques,Script - Collab Commerciale,Script - Autres marques,Chosen Post
"Vous me l’avez demandé, la voici !! 🤣🤣 Une collègue m’a aussi raconté que cette trend envahissait sa classe 😂 c’est comment pour vous ?  #humour #pourtoi #foryou  ","Vous me l’avez demandé, la voici !! 🤣🤣 Une collègue m’a aussi raconté que cette trend envahissait sa classe 😂 c’est comment pour vous ?  #humour #pourtoi #foryou  ",false,https://www.tiktok.com/@shayvise/video/7480591789020155158,video,,13000000,shayvise,-,tiktok,,,false,,None,,None,,false
"Je n’ai pas pu résister à l’envie d’en faire une deuxième vidéo 🤣🤣 Vous aussi vous êtes matrixé ? #humour #pourtoi #foryou ","Je n’ai pas pu résister à l’envie d’en faire une deuxième vidéo 🤣🤣 Vous aussi vous êtes matrixé ? #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7480220439256599830,video,,4300000,shayvise,-,tiktok,,,false,,None,,None,,false
"Une amie avait une mère jeune qui lui piquait tous ses tops 😂 J’ai voulu en faire une vidéo humoristique 🤣 Vous aide vous avez des parents jeunes ? 😁 (cette tournure est purement fictive) #humour #pourtoi #foryou  ","Une amie avait une mère jeune qui lui piquait tous ses tops 😂 J’ai voulu en faire une vidéo humoristique 🤣 Vous aide vous avez des parents jeunes ? 😁 (cette tournure est purement fictive) #humour #pourtoi #foryou  ",false,https://www.tiktok.com/@shayvise/video/7479479698364337430,video,,4400000,shayvise,-,tiktok,,,false,,None,,None,,false
"Cette trend envahit mes pourtoi h24 et reste dans la tête 🤣🤣🤣 Vous la connaissez ? #humour #pourtoi #foryou ","Cette trend envahit mes pourtoi h24 et reste dans la tête 🤣🤣🤣 Vous la connaissez ? #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7478736761066163478,video,,5900000,shayvise,-,tiktok,,,false,,None,,None,,false
"Est-ce qu’Anna suit Willy ou est-ce qu’elle tente encore une fois d’arranger les choses ? 🤣😱 #humour #pourtoi #foryou ","Est-ce qu’Anna suit Willy ou est-ce qu’elle tente encore une fois d’arranger les choses ? 🤣😱 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7478364159885872406,video,,4600000,shayvise,-,tiktok,,,false,,None,,None,,false
"Du coup, est-ce qu’Anna mange avec eux ou est-ce qu’elle reste dans la chambre ? 😱🤣 #humour #pourtoi #foryou ","Du coup, est-ce qu’Anna mange avec eux ou est-ce qu’elle reste dans la chambre ? 😱🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7477251131765198102,video,,5000000,shayvise,-,tiktok,,,false,,None,,None,,false
"Du coup, est-ce qu’Anna fait tout pour revenir à l’internat ou pas ? 😱🤣 #humour #pourtoi #foryou ","Du coup, est-ce qu’Anna fait tout pour revenir à l’internat ou pas ? 😱🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7474654211419016470,video,,4400000,shayvise,-,tiktok,,,false,,None,,None,,false
"Du coup, est-ce qu’Anna accepte de faire un « truc » avec le mec de Marina ou est-ce qu’elle refuse ? 😱😂 #humour #pourtoi #foryou ","Du coup, est-ce qu’Anna accepte de faire un « truc » avec le mec de Marina ou est-ce qu’elle refuse ? 😱😂 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7467975734150122774,video,,4500000,shayvise,-,tiktok,,,false,,None,,None,,false
"Est-ce qu’Anna s’appuie sur le mec de Marina pour se faire des amis ou est-ce qu’elle ne prend pas de risque ? 😱😂 #humour #pourtoi #foryou ","Est-ce qu’Anna s’appuie sur le mec de Marina pour se faire des amis ou est-ce qu’elle ne prend pas de risque ? 😱😂 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7466861759136025878,video,,4300000,shayvise,-,tiktok,,,false,,None,,None,,false
"Ce traitre de frère 🤣🤣 Je vous propose cette vidéo sur un ton humoristique mais la phobie scolaire est un véritable sujet qu’il faut prendre très au sérieux ! Pour rappel, si vous êtes dans cette situation, parlez-en autour de vous, rapprochez-vous d’un professionnel de santé (psychologue, pédopsychiatre) ou d’une association ! Sachez que je suis de tout cœur avec vous ❤️ #humour #pourtoi #foryou ","Ce traitre de frère 🤣🤣 Je vous propose cette vidéo sur un ton humoristique mais la phobie scolaire est un véritable sujet qu’il faut prendre très au sérieux ! Pour rappel, si vous êtes dans cette situation, parlez-en autour de vous, rapprochez-vous d’un professionnel de santé (psychologue, pédopsychiatre) ou d’une association ! Sachez que je suis de tout cœur avec vous ❤️ #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7465749036838980886,video,,4200000,shayvise,-,tiktok,,,false,,None,,None,,false
"Du coup, est-ce qu’Anna passe la nuit dans cette chambre ou est-ce qu’elle demande à changer ? 😱😂 #humour #pourtoi #foryou ","Du coup, est-ce qu’Anna passe la nuit dans cette chambre ou est-ce qu’elle demande à changer ? 😱😂 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7465377082210553110,video,,7300000,shayvise,-,tiktok,,,false,,None,,None,,false
"Rendre les affaires, je crois que c’est vraiment la pire étape 🤣🤣 Déjà vécu ? #humour #pourtoi #foryou J’adresse tout mon soutien à tous ceux qui vivent cette situation délicate ! 😘","Rendre les affaires, je crois que c’est vraiment la pire étape 🤣🤣 Déjà vécu ? #humour #pourtoi #foryou J’adresse tout mon soutien à tous ceux qui vivent cette situation délicate ! 😘",false,https://www.tiktok.com/@shayvise/video/7465005340577271062,video,,4300000,shayvise,-,tiktok,,,false,,None,,None,,false
"En re croisant deux anciennes élèves, j’ai éte surprise de m’apercevoir qu’elles avaient EXACTEMENT le même look 🤣 J’avais eu quelques élèves qui rencontraient la même situation et qui avaient du mal à en parler avec leur ami(e) en question. J’ai eu envie d’en faire une vidéo humoristique mais je suis persuadée que ce comportement n’est pas anondin et que c’est en discutant qu’on peut aider et comprendre les choses ☺️ #humour #pourtoi #foryou ","En re croisant deux anciennes élèves, j’ai éte surprise de m’apercevoir qu’elles avaient EXACTEMENT le même look 🤣 J’avais eu quelques élèves qui rencontraient la même situation et qui avaient du mal à en parler avec leur ami(e) en question. J’ai eu envie d’en faire une vidéo humoristique mais je suis persuadée que ce comportement n’est pas anondin et que c’est en discutant qu’on peut aider et comprendre les choses ☺️ #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7464634491701677334,video,,4200000,shayvise,-,tiktok,,,false,,None,,None,,false
"Une immersion en internat ça vous tente ? 😁 #humour #pourtoi #foryou ","Une immersion en internat ça vous tente ? 😁 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7463888565382991126,video,,5300000,shayvise,-,tiktok,,,false,,None,,None,,false
"Oui oui, je suis matrixée moi aussi 😱🤣 donc j’ai imaginé ce que ça donnerait en classe ! (évidemment les paroles sont à prendre au second degré et il s’agit toujours d’humour 😉) Et vous, c’est comment de votre côté ? 😁 #humour #pourtoi #foryou ","Oui oui, je suis matrixée moi aussi 😱🤣 donc j’ai imaginé ce que ça donnerait en classe ! (évidemment les paroles sont à prendre au second degré et il s’agit toujours d’humour 😉) Et vous, c’est comment de votre côté ? 😁 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7457213955920907542,video,,6600000,shayvise,-,tiktok,,,false,,None,,None,,false
"Le retour de la meilleure amie qui cache bien son jeu devant les parents 🤣 #humour #pourtoi #foryou ","Le retour de la meilleure amie qui cache bien son jeu devant les parents 🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7456099745799376150,video,,4500000,shayvise,-,tiktok,,,false,,None,,None,,false
😂😂😂,😂😂😂,false,https://www.tiktok.com/@cyrilschr/video/7589602970254314774,video,,4400000,cyrilschr,-,tiktok,,,false,,None,,None,,false
Jpp Christine 😂,Jpp Christine 😂,false,https://www.tiktok.com/@cyrilschr/video/7585220695693511958,video,,4100000,cyrilschr,-,tiktok,,,false,,None,,None,,false
"Impossible qu’il le rencontre 😂😂 @So Kahina 🇲🇦 ","Impossible qu’il le rencontre 😂😂 @So Kahina 🇲🇦 ",false,https://www.tiktok.com/@cyrilschr/video/7582984155508657430,video,,5500000,cyrilschr,-,tiktok,,,false,,None,,None,,false
C’était une dinguerie c’était quoi vos costumes favoris ?,C’était une dinguerie c’était quoi vos costumes favoris ?,false,https://www.tiktok.com/@cyrilschr/video/7567688927797136662,video,,5200000,cyrilschr,-,tiktok,,,false,,None,,None,,false
J’étais obligé de vous faire une récapitulatif de cette semaine avec Albert 😂😂,J’étais obligé de vous faire une récapitulatif de cette semaine avec Albert 😂😂,false,https://www.tiktok.com/@cyrilschr/video/7565281912386882838,video,,7200000,cyrilschr,-,tiktok,,,false,,None,,None,,false
C’est malade !! Il devient pire 😭😭,C’est malade !! Il devient pire 😭😭,false,https://www.tiktok.com/@cyrilschr/video/7565195246577945878,video,,11900000,cyrilschr,-,tiktok,,,false,,None,,None,,false
PURÉE C’EST LA DEUXIÈME FOIS !!,PURÉE C’EST LA DEUXIÈME FOIS !!,false,https://www.tiktok.com/@cyrilschr/video/7560343225949539606,video,,6000000,cyrilschr,-,tiktok,,,false,,None,,None,,false
😂😂😂,😂😂😂,false,https://www.tiktok.com/@cyrilschr/video/7558175809941310722,video,,5200000,cyrilschr,-,tiktok,,,false,,None,,None,,false
"Souhaitez lui joyeux anniversaire !! ","Souhaitez lui joyeux anniversaire !! ",false,https://www.tiktok.com/@cyrilschr/video/7558108558064258326,video,,4100000,cyrilschr,-,tiktok,,,false,,None,,None,,false
Il c’est jeté dans le frigo 😭😭😭,Il c’est jeté dans le frigo 😭😭😭,false,https://www.tiktok.com/@cyrilschr/video/7556300779317972246,video,,5400000,cyrilschr,-,tiktok,,,false,,None,,None,,false
PURÉE LA DINGUERIE !!,PURÉE LA DINGUERIE !!,false,https://www.tiktok.com/@cyrilschr/video/7556252700455767318,video,,10700000,cyrilschr,-,tiktok,,,false,,None,,None,,false
,,false,https://www.tiktok.com/@cyrilschr/video/7547710238540172546,video,,7900000,cyrilschr,-,tiktok,,,false,,None,,None,,false
😂dernier partie et j’arrête 😂,😂dernier partie et j’arrête 😂,false,https://www.tiktok.com/@cyrilschr/video/7546757536796527894,video,,4200000,cyrilschr,-,tiktok,,,false,,None,,None,,false
J’étais obligé d’en faire un 😂,J’étais obligé d’en faire un 😂,false,https://www.tiktok.com/@cyrilschr/video/7545978790162205974,video,,12400000,cyrilschr,-,tiktok,,,false,,None,,None,,false
Il est trop impatient 😭,Il est trop impatient 😭,false,https://www.tiktok.com/@cyrilschr/video/7545789766118165782,video,,9500000,cyrilschr,-,tiktok,,,false,,None,,None,,false
😂😂😂,😂😂😂,false,https://www.tiktok.com/@cyrilschr/video/7541731630172491030,video,,4900000,cyrilschr,-,tiktok,,,false,,None,,None,,false
"LA DINGUERIE ","LA DINGUERIE ",false,https://www.tiktok.com/@cyrilschr/video/7531792580577824023,video,,7700000,cyrilschr,-,tiktok,,,false,,None,,None,,false
"UNE DINGUERIE ","UNE DINGUERIE ",false,https://www.tiktok.com/@cyrilschr/video/7505423493320674582,video,,18700000,cyrilschr,-,tiktok,,,false,,None,,None,,false
Aucun jugement ici 🐭,Aucun jugement ici 🐭,false,https://www.tiktok.com/@lenna.vivas/video/7580478187063381271,video,,6100000,lenna.vivas,-,tiktok,,,false,,None,,None,,false
Nickel 👌🏼,Nickel 👌🏼,false,https://www.tiktok.com/@lenna.vivas/video/7576324957236399382,video,,4800000,lenna.vivas,-,tiktok,,,false,,None,,None,,false
"On était obligé de le faire 😭 Idée : @North Valley Group ","On était obligé de le faire 😭
Idée : @North Valley Group ",false,https://www.tiktok.com/@lenna.vivas/video/7571507368672906518,video,,11200000,lenna.vivas,-,tiktok,,,false,,None,,None,,false
,,false,https://www.tiktok.com/@lenna.vivas/video/7559978056039828758,video,,4700000,lenna.vivas,-,tiktok,,,false,,None,,None,,false
"J’ai craqué pour l’iPhone 17 Pro Max 2to !!! 🧡 #iphone17promax ","J’ai craqué pour l’iPhone 17 Pro Max 2to !!! 🧡 #iphone17promax ",false,https://www.tiktok.com/@lenna.vivas/video/7551816947059445014,video,,8700000,lenna.vivas,-,tiktok,,,false,,None,Apple,None,,false
Ma plus grande peur 😣,Ma plus grande peur 😣,false,https://www.tiktok.com/@lenna.vivas/video/7509541800575569174,video,,11500000,lenna.vivas,-,tiktok,,,false,,None,,None,,false
C’est bon vous êtes soulagés ? 😂🫶🏼,C’est bon vous êtes soulagés ? 😂🫶🏼,false,https://www.tiktok.com/@lenna.vivas/video/7495479488604605718,video,,4500000,lenna.vivas,-,tiktok,,,false,,None,,None,,false
J’avais envie de ressortir cette vidéo d’Elias qui me fera toujours autant rire 😭💔,J’avais envie de ressortir cette vidéo d’Elias qui me fera toujours autant rire 😭💔,false,https://www.tiktok.com/@lenna.vivas/video/7492886135526411542,video,,4300000,lenna.vivas,-,tiktok,,,false,,None,,None,,false
Bah alors les garcons 😏 (bon ça c’était avant),Bah alors les garcons 😏 (bon ça c’était avant),false,https://www.tiktok.com/@lenna.vivas/video/7470972879140588822,video,,4600000,lenna.vivas,-,tiktok,,,false,,None,,None,,false
"On est parti à Madrid avec 2 familles pour voir Real Madrid - Manchester City au Bernabéu. Merci à @adidas et @INTERSPORT France pour cette expérience incroyable 🔥 Collaboration commerciale ","On est parti à Madrid avec 2 familles pour voir Real Madrid - Manchester City au Bernabéu.
Merci à @adidas et @INTERSPORT France pour cette expérience incroyable 🔥

Collaboration commerciale ",false,https://www.tiktok.com/@riadhlevrai/video/7585882670521928982,video,,77200,riadhlevrai,Adidas,tiktok,,Accessoires,true,,Adidas,"Intersport ",None,,true
C’est mérité !!! 🔥⚽️,C’est mérité !!! 🔥⚽️,false,https://www.tiktok.com/@riadhlevrai/video/7553032868457499926,video,,4500000,riadhlevrai,-,tiktok,,,false,,None,,None,,false
Comment tu peux naître en 2025 ? 🤣🤣🤣 il a tout loupé 😭🥺,Comment tu peux naître en 2025 ? 🤣🤣🤣 il a tout loupé 😭🥺,false,https://www.tiktok.com/@riadhlevrai/video/7527265092166012182,video,,5100000,riadhlevrai,-,tiktok,,,false,,None,,None,,false
Mon père a toujours pas compris 🤣,Mon père a toujours pas compris 🤣,false,https://www.tiktok.com/@riadhlevrai/video/7522169284945104150,video,,8500000,riadhlevrai,-,tiktok,,,false,,None,,None,,false
Vous l’avez reconnu ? 👀💀,Vous l’avez reconnu ? 👀💀,false,https://www.tiktok.com/@riadhlevrai/video/7520299010398096662,video,,10000000,riadhlevrai,-,tiktok,,,false,,None,,None,,false
"Aboubakar a été sauvagement tué de 40 à 50 coups de couteau :  Hier, vers 7h48, Aboubakar était seul dans la mosquée en train de passer la serpillière. Le tueur, un homme mince d’une trentaine d’années, entre dans la mosquée sans retirer ses chaussures, semblant perdu et étranger aux coutumes islamiques. Les caméras de surveillance montrent les deux hommes échanger poliment au début. Après quelques minutes, l’agresseur sort, s’assoit sur un banc à l’extérieur, fume une cigarette et regarde son téléphone. Quelques instants plus tard, il retourne dans la mosquée et relance la conversation avec Aboubakar, qui l’emmène dans la salle de prière. En discutant, il semble expliquer à l’homme comment se déroule la prière musulmane. Au moment de s’agenouiller pour prier, l’agresseur sort un grand couteau de cuisine et poignarde violemment Aboubakar à plusieurs reprises : ventre, bras, visage, jambes, dos. Aboubakar s’effondre sur le tapis. L’assaillant continue de le frapper, puis, après avoir pris des photos de la victime avec son téléphone, il quitte rapidement les lieux.","Aboubakar a été sauvagement tué de 40 à 50 coups de couteau : 

Hier, vers 7h48, Aboubakar était seul dans la mosquée en train de passer la serpillière. Le tueur, un homme mince d’une trentaine d’années, entre dans la mosquée sans retirer ses chaussures, semblant perdu et étranger aux coutumes islamiques. Les caméras de surveillance montrent les deux hommes échanger poliment au début. Après quelques minutes, l’agresseur sort, s’assoit sur un banc à l’extérieur, fume une cigarette et regarde son téléphone. Quelques instants plus tard, il retourne dans la mosquée et relance la conversation avec Aboubakar, qui l’emmène dans la salle de prière. En discutant, il semble expliquer à l’homme comment se déroule la prière musulmane.

Au moment de s’agenouiller pour prier, l’agresseur sort un grand couteau de cuisine et poignarde violemment Aboubakar à plusieurs reprises : ventre, bras, visage, jambes, dos. Aboubakar s’effondre sur le tapis. L’assaillant continue de le frapper, puis, après avoir pris des photos de la victime avec son téléphone, il quitte rapidement les lieux.",false,https://www.tiktok.com/@riadhlevrai/video/7497669900618550550,video,,5400000,riadhlevrai,-,tiktok,,,false,,None,,None,,false
